"activity" "subject" "variable" "mean"
"SITTING" 16 "tBodyGyroJerk_std___Y" -0.86957312057377
"SITTING" 16 "tBodyGyroJerk_std___Z" -0.837039926065574
"SITTING" 16 "tBodyAccMag_mean__" -0.616131116889044
"SITTING" 16 "tBodyAccMag_std__" -0.661719690491803
"SITTING" 16 "tGravityAccMag_mean__" -0.616131116889044
"SITTING" 16 "tGravityAccMag_std__" -0.661719690491803
"SITTING" 16 "tBodyAccJerkMag_mean__" -0.725246870486339
"SITTING" 16 "tBodyAccJerkMag_std__" -0.719647028238525
"SITTING" 16 "tBodyGyroMag_mean__" -0.718168775628415
"SITTING" 16 "tBodyGyroMag_std__" -0.78482286579235
"SITTING" 16 "tBodyGyroJerkMag_mean__" -0.860446372459016
"SITTING" 16 "tBodyGyroJerkMag_std__" -0.87480016568306
"SITTING" 16 "fBodyAcc_mean___X" -0.700885147341803
"SITTING" 16 "fBodyAcc_mean___Y" -0.671572147098798
"SITTING" 16 "fBodyAcc_mean___Z" -0.660989948160437
"SITTING" 16 "fBodyAcc_std___X" -0.656969045058415
"SITTING" 16 "fBodyAcc_std___Y" -0.661844530506831
"SITTING" 16 "fBodyAcc_std___Z" -0.605646725307104
"SITTING" 16 "fBodyAcc_meanFreq___X" -0.238570460241803
"SITTING" 16 "fBodyAcc_meanFreq___Y" -0.0276434719766667
"SITTING" 16 "fBodyAcc_meanFreq___Z" 0.0278234635724863
"SITTING" 16 "fBodyAccJerk_mean___X" -0.744662041612022
"SITTING" 16 "fBodyAccJerk_mean___Y" -0.748627001551913
"SITTING" 16 "fBodyAccJerk_mean___Z" -0.752302172079235
"SITTING" 16 "fBodyAccJerk_std___X" -0.73477673661306
"SITTING" 16 "fBodyAccJerk_std___Y" -0.738434398105465
"SITTING" 16 "fBodyAccJerk_std___Z" -0.782089515344262
"SITTING" 16 "fBodyAccJerk_meanFreq___X" -0.0318889109278689
"SITTING" 16 "fBodyAccJerk_meanFreq___Y" -0.194511969031749
"SITTING" 16 "fBodyAccJerk_meanFreq___Z" -0.170592442202459
"SITTING" 16 "fBodyGyro_mean___X" -0.789780147036612
"SITTING" 16 "fBodyGyro_mean___Y" -0.815962130027322
"SITTING" 16 "fBodyGyro_mean___Z" -0.756286641721311
"SITTING" 16 "fBodyGyro_std___X" -0.804991831502732
"SITTING" 16 "fBodyGyro_std___Y" -0.809421448142077
"SITTING" 16 "fBodyGyro_std___Z" -0.756993640724044
"SITTING" 16 "fBodyGyro_meanFreq___X" -0.137899091231284
"SITTING" 16 "fBodyGyro_meanFreq___Y" -0.158018408842896
"SITTING" 16 "fBodyGyro_meanFreq___Z" -0.0538946293731967
"SITTING" 16 "fBodyAccMag_mean__" -0.666962508246721
"SITTING" 16 "fBodyAccMag_std__" -0.712680990765301
"SITTING" 16 "fBodyAccMag_meanFreq__" 0.0558668214710383
"SITTING" 16 "fBodyBodyAccJerkMag_mean__" -0.713167613706148
"SITTING" 16 "fBodyBodyAccJerkMag_std__" -0.729869398769672
"SITTING" 16 "fBodyBodyAccJerkMag_meanFreq__" 0.221683632275519
"SITTING" 16 "fBodyBodyGyroMag_mean__" -0.81712881920765
"SITTING" 16 "fBodyBodyGyroMag_std__" -0.802078223409836
"SITTING" 16 "fBodyBodyGyroMag_meanFreq__" -0.0501221341519126
"SITTING" 16 "fBodyBodyGyroJerkMag_mean__" -0.87277228273224
"SITTING" 16 "fBodyBodyGyroJerkMag_std__" -0.886533212213115
"SITTING" 16 "fBodyBodyGyroJerkMag_meanFreq__" 0.153211239562049
"SITTING" 17 "tBodyAcc_mean___X" 0.273637590822641
"SITTING" 17 "tBodyAcc_mean___Y" -0.0170634745358491
"SITTING" 17 "tBodyAcc_mean___Z" -0.110020373493849
"SITTING" 17 "tBodyAcc_std___X" -0.726604261136226
"SITTING" 17 "tBodyAcc_std___Y" -0.69873479216917
"SITTING" 17 "tBodyAcc_std___Z" -0.710765044595472
"SITTING" 17 "tGravityAcc_mean___X" 0.730643531509434
"SITTING" 17 "tGravityAcc_mean___Y" -0.0102539504528302
"SITTING" 17 "tGravityAcc_mean___Z" -0.0471562589226415
"SITTING" 17 "tGravityAcc_std___X" -0.974188029698113
"SITTING" 17 "tGravityAcc_std___Y" -0.960680171396226
"SITTING" 17 "tGravityAcc_std___Z" -0.951424468113208
"SITTING" 17 "tBodyAccJerk_mean___X" 0.08269047086
"SITTING" 17 "tBodyAccJerk_mean___Y" 0.0101653131381132
"SITTING" 17 "tBodyAccJerk_mean___Z" -0.00319385465792453
"SITTING" 17 "tBodyAccJerk_std___X" -0.772242200222642
"SITTING" 17 "tBodyAccJerk_std___Y" -0.757804094798868
"SITTING" 17 "tBodyAccJerk_std___Z" -0.847138698264151
"SITTING" 17 "tBodyGyro_mean___X" -0.0195846188778264
"SITTING" 17 "tBodyGyro_mean___Y" -0.0788830552372755
"SITTING" 17 "tBodyGyro_mean___Z" 0.0795935694916981
"SITTING" 17 "tBodyGyro_std___X" -0.841458331660377
"SITTING" 17 "tBodyGyro_std___Y" -0.809718432867925
"SITTING" 17 "tBodyGyro_std___Z" -0.803762797404906
"SITTING" 17 "tBodyGyroJerk_mean___X" -0.103491347726038
"SITTING" 17 "tBodyGyroJerk_mean___Y" -0.0404391298567925
"SITTING" 17 "tBodyGyroJerk_mean___Z" -0.0527108136213208
"SITTING" 17 "tBodyGyroJerk_std___X" -0.863912821132075
"SITTING" 17 "tBodyGyroJerk_std___Y" -0.839339477584906
"SITTING" 17 "tBodyGyroJerk_std___Z" -0.871264414301887
"SITTING" 17 "tBodyAccMag_mean__" -0.686476820794717
"SITTING" 17 "tBodyAccMag_std__" -0.734866170311698
"SITTING" 17 "tGravityAccMag_mean__" -0.686476820794717
"SITTING" 17 "tGravityAccMag_std__" -0.734866170311698
"SITTING" 17 "tBodyAccJerkMag_mean__" -0.775760563254717
"SITTING" 17 "tBodyAccJerkMag_std__" -0.773678225276604
"SITTING" 17 "tBodyGyroMag_mean__" -0.764675748217547
"SITTING" 17 "tBodyGyroMag_std__" -0.828039129471698
"SITTING" 17 "tBodyGyroJerkMag_mean__" -0.849786178792453
"SITTING" 17 "tBodyGyroJerkMag_std__" -0.853886196264151
"SITTING" 17 "fBodyAcc_mean___X" -0.753137376917472
"SITTING" 17 "fBodyAcc_mean___Y" -0.71776713364234
"SITTING" 17 "fBodyAcc_mean___Z" -0.768188725064151
"SITTING" 17 "fBodyAcc_std___X" -0.717246389161509
"SITTING" 17 "fBodyAcc_std___Y" -0.707786998338491
"SITTING" 17 "fBodyAcc_std___Z" -0.703535011771698
"SITTING" 17 "fBodyAcc_meanFreq___X" -0.160718621075849
"SITTING" 17 "fBodyAcc_meanFreq___Y" 0.0208821228781509
"SITTING" 17 "fBodyAcc_meanFreq___Z" 0.0370356393128302
"SITTING" 17 "fBodyAccJerk_mean___X" -0.795381704024528
"SITTING" 17 "fBodyAccJerk_mean___Y" -0.78156625029434
"SITTING" 17 "fBodyAccJerk_mean___Z" -0.841547003622642
"SITTING" 17 "fBodyAccJerk_std___X" -0.769088735749811
"SITTING" 17 "fBodyAccJerk_std___Y" -0.748849195189811
"SITTING" 17 "fBodyAccJerk_std___Z" -0.851399694716981
"SITTING" 17 "fBodyAccJerk_meanFreq___X" 0.0126512379766038
"SITTING" 17 "fBodyAccJerk_meanFreq___Y" -0.10190070131366
"SITTING" 17 "fBodyAccJerk_meanFreq___Z" -0.115113845837057
"SITTING" 17 "fBodyGyro_mean___X" -0.824027081279245
"SITTING" 17 "fBodyGyro_mean___Y" -0.811462499433962
"SITTING" 17 "fBodyGyro_mean___Z" -0.811119726490566
"SITTING" 17 "fBodyGyro_std___X" -0.848030070792453
"SITTING" 17 "fBodyGyro_std___Y" -0.810337474226415
"SITTING" 17 "fBodyGyro_std___Z" -0.819769971150943
"SITTING" 17 "fBodyGyro_meanFreq___X" -0.059020031084
"SITTING" 17 "fBodyGyro_meanFreq___Y" -0.0667326429824528
"SITTING" 17 "fBodyGyro_meanFreq___Z" 0.00235080736377358
"SITTING" 17 "fBodyAccMag_mean__" -0.740667048686415
"SITTING" 17 "fBodyAccMag_std__" -0.773237749395849
"SITTING" 17 "fBodyAccMag_meanFreq__" 0.0627219883592453
"SITTING" 17 "fBodyBodyAccJerkMag_mean__" -0.774571437356604
"SITTING" 17 "fBodyBodyAccJerkMag_std__" -0.774295791032453
"SITTING" 17 "fBodyBodyAccJerkMag_meanFreq__" 0.281171213758491
"SITTING" 17 "fBodyBodyGyroMag_mean__" -0.831350432716981
"SITTING" 17 "fBodyBodyGyroMag_std__" -0.857834029660377
"SITTING" 17 "fBodyBodyGyroMag_meanFreq__" 0.0374161974955094
"SITTING" 17 "fBodyBodyGyroJerkMag_mean__" -0.858227314377358
"SITTING" 17 "fBodyBodyGyroJerkMag_std__" -0.859786587471698
"SITTING" 17 "fBodyBodyGyroJerkMag_meanFreq__" 0.281467707390189
"STANDING" 17 "tBodyAcc_mean___X" 0.275037981747573
"STANDING" 17 "tBodyAcc_mean___Y" -0.0187717447257282
"STANDING" 17 "tBodyAcc_mean___Z" -0.107088805592233
"STANDING" 17 "tBodyAcc_std___X" -0.304479616925534
"STANDING" 17 "tBodyAcc_std___Y" -0.228089685806311
"STANDING" 17 "tBodyAcc_std___Z" -0.531472983009709
"STANDING" 17 "tGravityAcc_mean___X" 0.617363413009709
"STANDING" 17 "tGravityAcc_mean___Y" -0.0226900198058252
"STANDING" 17 "tGravityAcc_mean___Z" 0.0580703614466019
"STANDING" 17 "tGravityAcc_std___X" -0.965554761165049
"STANDING" 17 "tGravityAcc_std___Y" -0.95399856
"STANDING" 17 "tGravityAcc_std___Z" -0.942902394563107
"STANDING" 17 "tBodyAccJerk_mean___X" 0.0781014953038835
"STANDING" 17 "tBodyAccJerk_mean___Y" 0.00417793025524272
"STANDING" 17 "tBodyAccJerk_mean___Z" 0.0178740909208738
"STANDING" 17 "tBodyAccJerk_std___X" -0.451978216757282
"STANDING" 17 "tBodyAccJerk_std___Y" -0.439429524492233
"STANDING" 17 "tBodyAccJerk_std___Z" -0.726380614368932
"STANDING" 17 "tBodyGyro_mean___X" -0.0020206535223301
"STANDING" 17 "tBodyGyro_mean___Y" -0.0925593320679612
"STANDING" 17 "tBodyGyro_mean___Z" 0.070416774513301
"STANDING" 17 "tBodyGyro_std___X" -0.546889652912621
"STANDING" 17 "tBodyGyro_std___Y" -0.649472681941748
"STANDING" 17 "tBodyGyro_std___Z" -0.507141368174757
"STANDING" 17 "tBodyGyroJerk_mean___X" -0.1190789103
"STANDING" 17 "tBodyGyroJerk_mean___Y" -0.0359117110547573
"STANDING" 17 "tBodyGyroJerk_mean___Z" -0.046061223208932
"STANDING" 17 "tBodyGyroJerk_std___X" -0.594076501359223
"STANDING" 17 "tBodyGyroJerk_std___Y" -0.791639479029126
"STANDING" 17 "tBodyGyroJerk_std___Z" -0.646130191067961
"STANDING" 17 "tBodyAccMag_mean__" -0.264493090446019
"STANDING" 17 "tBodyAccMag_std__" -0.38190167633301
"STANDING" 17 "tGravityAccMag_mean__" -0.264493090446019
"STANDING" 17 "tGravityAccMag_std__" -0.38190167633301
"STANDING" 17 "tBodyAccJerkMag_mean__" -0.49245284776699
"STANDING" 17 "tBodyAccJerkMag_std__" -0.488811102621359
"STANDING" 17 "tBodyGyroMag_mean__" -0.448515068843689
"STANDING" 17 "tBodyGyroMag_std__" -0.54973870607767
"STANDING" 17 "tBodyGyroJerkMag_mean__" -0.70920322631068
"STANDING" 17 "tBodyGyroJerkMag_std__" -0.751595678058252
"STANDING" 17 "fBodyAcc_mean___X" -0.391007680050485
"STANDING" 17 "fBodyAcc_mean___Y" -0.303228505325728
"STANDING" 17 "fBodyAcc_mean___Z" -0.592258642912621
"STANDING" 17 "fBodyAcc_std___X" -0.275159715456311
"STANDING" 17 "fBodyAcc_std___Y" -0.240259282249515
"STANDING" 17 "fBodyAcc_std___Z" -0.535926804466019
"STANDING" 17 "fBodyAcc_meanFreq___X" -0.395001577563107
"STANDING" 17 "fBodyAcc_meanFreq___Y" -0.0347901806640777
"STANDING" 17 "fBodyAcc_meanFreq___Z" -0.0682883947598058
"STANDING" 17 "fBodyAccJerk_mean___X" -0.514200830776699
"STANDING" 17 "fBodyAccJerk_mean___Y" -0.471405087165049
"STANDING" 17 "fBodyAccJerk_mean___Z" -0.702142109223301
"STANDING" 17 "fBodyAccJerk_std___X" -0.438446827908738
"STANDING" 17 "fBodyAccJerk_std___Y" -0.442691766859223
"STANDING" 17 "fBodyAccJerk_std___Z" -0.749224504951456
"STANDING" 17 "fBodyAccJerk_meanFreq___X" -0.318038613203883
"STANDING" 17 "fBodyAccJerk_meanFreq___Y" -0.315319484707767
"STANDING" 17 "fBodyAccJerk_meanFreq___Z" -0.284004308543689
"STANDING" 17 "fBodyGyro_mean___X" -0.483478201703884
"STANDING" 17 "fBodyGyro_mean___Y" -0.680278572427184
"STANDING" 17 "fBodyGyro_mean___Z" -0.51006755184466
"STANDING" 17 "fBodyGyro_std___X" -0.569447478654369
"STANDING" 17 "fBodyGyro_std___Y" -0.635261543786408
"STANDING" 17 "fBodyGyro_std___Z" -0.552993218601942
"STANDING" 17 "fBodyGyro_meanFreq___X" -0.137917541273301
"STANDING" 17 "fBodyGyro_meanFreq___Y" -0.209808381119417
"STANDING" 17 "fBodyGyro_meanFreq___Z" -0.121330295766796
"STANDING" 17 "fBodyAccMag_mean__" -0.403114961887379
"STANDING" 17 "fBodyAccMag_std__" -0.467044577843689
"STANDING" 17 "fBodyAccMag_meanFreq__" -0.0344212493420388
"STANDING" 17 "fBodyBodyAccJerkMag_mean__" -0.499479367087379
"STANDING" 17 "fBodyBodyAccJerkMag_std__" -0.48239671884466
"STANDING" 17 "fBodyBodyAccJerkMag_meanFreq__" 0.0497346350314563
"STANDING" 17 "fBodyBodyGyroMag_mean__" -0.610365070582524
"STANDING" 17 "fBodyBodyGyroMag_std__" -0.587723691067961
"STANDING" 17 "fBodyBodyGyroMag_meanFreq__" -0.0788175889902913
"STANDING" 17 "fBodyBodyGyroJerkMag_mean__" -0.754248213883495
"STANDING" 17 "fBodyBodyGyroJerkMag_std__" -0.766587678058252
"STANDING" 17 "fBodyBodyGyroJerkMag_meanFreq__" 0.107560299408738
"STANDING" 19 "tBodyAcc_mean___X" 0.269723487105556
"STANDING" 19 "tBodyAcc_mean___Y" -0.0182031515710306
"STANDING" 19 "tBodyAcc_mean___Z" -0.118277180099383
"STANDING" 19 "tBodyAcc_std___X" -0.574658922919194
"STANDING" 19 "tBodyAcc_std___Y" -0.507035084992639
"STANDING" 19 "tBodyAcc_std___Z" -0.649184726556944
"STANDING" 19 "tGravityAcc_mean___X" 0.475323016
"STANDING" 19 "tGravityAcc_mean___Y" 0.0964052626666667
"STANDING" 19 "tGravityAcc_mean___Z" 0.233011401195083
"STANDING" 19 "tGravityAcc_std___X" -0.958290447861111
"STANDING" 19 "tGravityAcc_std___Y" -0.95925383425
"STANDING" 19 "tGravityAcc_std___Z" -0.94180028475
"STANDING" 19 "tBodyAccJerk_mean___X" 0.0774171147766389
"STANDING" 19 "tBodyAccJerk_mean___Y" 0.0115812421960876
"STANDING" 19 "tBodyAccJerk_mean___Z" -0.00186198850195833
"STANDING" 19 "tBodyAccJerk_std___X" -0.571088266146083
"STANDING" 19 "tBodyAccJerk_std___Y" -0.571311190432222
"STANDING" 19 "tBodyAccJerk_std___Z" -0.705342976190833
"STANDING" 19 "tBodyGyro_mean___X" -0.0385723953346511
"STANDING" 19 "tBodyGyro_mean___Y" -0.0681420603177778
"STANDING" 19 "tBodyGyro_mean___Z" 0.0883609591559167
"STANDING" 19 "tBodyGyro_std___X" -0.637789914575556
"STANDING" 19 "tBodyGyro_std___Y" -0.643866300560306
"STANDING" 19 "tBodyGyro_std___Z" -0.645682212189167
"STANDING" 19 "tBodyGyroJerk_mean___X" -0.0895939425055556
"STANDING" 19 "tBodyGyroJerk_mean___Y" -0.0383208736670278
"STANDING" 19 "tBodyGyroJerk_mean___Z" -0.0569649444286944
"STANDING" 19 "tBodyGyroJerk_std___X" -0.618836206634444
"STANDING" 19 "tBodyGyroJerk_std___Y" -0.725991380623889
"STANDING" 19 "tBodyGyroJerk_std___Z" -0.686684583831583
"STANDING" 19 "tBodyAccMag_mean__" -0.531507362111361
"STANDING" 19 "tBodyAccMag_std__" -0.599552767486306
"STANDING" 19 "tGravityAccMag_mean__" -0.531507362111361
"STANDING" 19 "tGravityAccMag_std__" -0.599552767486306
"STANDING" 19 "tBodyAccJerkMag_mean__" -0.5762252472125
"STANDING" 19 "tBodyAccJerkMag_std__" -0.601918552871944
"STANDING" 19 "tBodyGyroMag_mean__" -0.548919668132222
"STANDING" 19 "tBodyGyroMag_std__" -0.610093380740278
"STANDING" 19 "tBodyGyroJerkMag_mean__" -0.683436541824444
"STANDING" 19 "tBodyGyroJerkMag_std__" -0.7255986988425
"STANDING" 19 "fBodyAcc_mean___X" -0.587050355097528
"STANDING" 19 "fBodyAcc_mean___Y" -0.521888076609778
"STANDING" 19 "fBodyAcc_mean___Z" -0.647026298284028
"STANDING" 19 "fBodyAcc_std___X" -0.5708979748225
"STANDING" 19 "fBodyAcc_std___Y" -0.530901585022361
"STANDING" 19 "fBodyAcc_std___Z" -0.680291382637222
"STANDING" 19 "fBodyAcc_meanFreq___X" -0.212433282953944
"STANDING" 19 "fBodyAcc_meanFreq___Y" 0.0703873634217222
"STANDING" 19 "fBodyAcc_meanFreq___Z" 0.160383893888278
"STANDING" 19 "fBodyAccJerk_mean___X" -0.593157169174611
"STANDING" 19 "fBodyAccJerk_mean___Y" -0.596694943936944
"STANDING" 19 "fBodyAccJerk_mean___Z" -0.680924493180556
"STANDING" 19 "fBodyAccJerk_std___X" -0.586910128980833
"STANDING" 19 "fBodyAccJerk_std___Y" -0.572596722878
"STANDING" 19 "fBodyAccJerk_std___Z" -0.728521901498861
"STANDING" 19 "fBodyAccJerk_meanFreq___X" 0.00263882956916667
"STANDING" 19 "fBodyAccJerk_meanFreq___Y" -0.160787596137611
"STANDING" 19 "fBodyAccJerk_meanFreq___Z" 0.00225579910068611
"STANDING" 19 "fBodyGyro_mean___X" -0.553089575942778
"STANDING" 19 "fBodyGyro_mean___Y" -0.641337299817778
"STANDING" 19 "fBodyGyro_mean___Z" -0.602625307818389
"STANDING" 19 "fBodyGyro_std___X" -0.666071315599889
"STANDING" 19 "fBodyGyro_std___Y" -0.650105402347778
"STANDING" 19 "fBodyGyro_std___Z" -0.694729075491667
"STANDING" 19 "fBodyGyro_meanFreq___X" -0.0321842609068333
"STANDING" 19 "fBodyGyro_meanFreq___Y" -0.19629760694
"STANDING" 19 "fBodyGyro_meanFreq___Z" -0.0415013769106389
"STANDING" 19 "fBodyAccMag_mean__" -0.556404444967972
"STANDING" 19 "fBodyAccMag_std__" -0.689860920113889
"STANDING" 19 "fBodyAccMag_meanFreq__" 0.115775170635767
"STANDING" 19 "fBodyBodyAccJerkMag_mean__" -0.576064647812278
"STANDING" 19 "fBodyBodyAccJerkMag_std__" -0.641089005857778
"STANDING" 19 "fBodyBodyAccJerkMag_meanFreq__" 0.232074775101389
"STANDING" 19 "fBodyBodyGyroMag_mean__" -0.636287999799167
"STANDING" 19 "fBodyBodyGyroMag_std__" -0.662325968145833
"STANDING" 19 "fBodyBodyGyroMag_meanFreq__" -0.0199336248458333
"STANDING" 19 "fBodyBodyGyroJerkMag_mean__" -0.719519008752778
"STANDING" 19 "fBodyBodyGyroJerkMag_std__" -0.754223739441667
"STANDING" 19 "fBodyBodyGyroJerkMag_meanFreq__" 0.128629739389444
"STANDING" 21 "tBodyAcc_mean___X" 0.277466525522059
"STANDING" 21 "tBodyAcc_mean___Y" -0.0176664578561765
"STANDING" 21 "tBodyAcc_mean___Z" -0.10877848058848
"STANDING" 21 "tBodyAcc_std___X" -0.672323867377451
"STANDING" 21 "tBodyAcc_std___Y" -0.565585190336299
"STANDING" 21 "tBodyAcc_std___Z" -0.669621813176471
"STANDING" 21 "tGravityAcc_mean___X" 0.645775957808824
"STANDING" 21 "tGravityAcc_mean___Y" -0.0750963071446078
"STANDING" 21 "tGravityAcc_mean___Z" 0.0321851774362745
"STANDING" 21 "tGravityAcc_std___X" -0.965586634460784
"STANDING" 21 "tGravityAcc_std___Y" -0.969330818455882
"STANDING" 21 "tGravityAcc_std___Z" -0.953093993308823
"STANDING" 21 "tBodyAccJerk_mean___X" 0.0822207874776961
"STANDING" 21 "tBodyAccJerk_mean___Y" 0.00350107553584853
"STANDING" 21 "tBodyAccJerk_mean___Z" -0.010659072671299
"STANDING" 21 "tBodyAccJerk_std___X" -0.699763344205784
"STANDING" 21 "tBodyAccJerk_std___Y" -0.66515912310562
"STANDING" 21 "tBodyAccJerk_std___Z" -0.78182390148299
"STANDING" 21 "tBodyGyro_mean___X" -0.0276346639303578
"STANDING" 21 "tBodyGyro_mean___Y" -0.0784719736838971
"STANDING" 21 "tBodyGyro_mean___Z" 0.0861212668362745
"STANDING" 21 "tBodyGyro_std___X" -0.79617228689951
"STANDING" 21 "tBodyGyro_std___Y" -0.765057760637255
"STANDING" 21 "tBodyGyro_std___Z" -0.701642028499559
"STANDING" 21 "tBodyGyroJerk_mean___X" -0.100558317889216
"STANDING" 21 "tBodyGyroJerk_mean___Y" -0.0408236141863333
"STANDING" 21 "tBodyGyroJerk_mean___Z" -0.0533861046416422
"STANDING" 21 "tBodyGyroJerk_std___X" -0.792483156720588
"STANDING" 21 "tBodyGyroJerk_std___Y" -0.815859336004902
"STANDING" 21 "tBodyGyroJerk_std___Z" -0.812017312181373
"STANDING" 21 "tBodyAccMag_mean__" -0.620309259553676
"STANDING" 21 "tBodyAccMag_std__" -0.6601960145
"STANDING" 21 "tGravityAccMag_mean__" -0.620309259553676
"STANDING" 21 "tGravityAccMag_std__" -0.6601960145
"STANDING" 21 "tBodyAccJerkMag_mean__" -0.703461275879657
"STANDING" 21 "tBodyAccJerkMag_std__" -0.680069218953922
"STANDING" 21 "tBodyGyroMag_mean__" -0.693779224517157
"STANDING" 21 "tBodyGyroMag_std__" -0.761303119652451
"STANDING" 21 "tBodyGyroJerkMag_mean__" -0.807817403137255
"STANDING" 21 "tBodyGyroJerkMag_std__" -0.82408989995098
"STANDING" 21 "fBodyAcc_mean___X" -0.693486097144118
"STANDING" 21 "fBodyAcc_mean___Y" -0.59377821414902
"STANDING" 21 "fBodyAcc_mean___Z" -0.707713799021814
"STANDING" 21 "fBodyAcc_std___X" -0.665349663426471
"STANDING" 21 "fBodyAcc_std___Y" -0.578748586831863
"STANDING" 21 "fBodyAcc_std___Z" -0.675588192778676
"STANDING" 21 "fBodyAcc_meanFreq___X" -0.230976168156039
"STANDING" 21 "fBodyAcc_meanFreq___Y" 0.0412761403403333
"STANDING" 21 "fBodyAcc_meanFreq___Z" 0.0495520452825172
"STANDING" 21 "fBodyAccJerk_mean___X" -0.71641413145049
"STANDING" 21 "fBodyAccJerk_mean___Y" -0.678615118728922
"STANDING" 21 "fBodyAccJerk_mean___Z" -0.767351986555392
"STANDING" 21 "fBodyAccJerk_std___X" -0.709800728388235
"STANDING" 21 "fBodyAccJerk_std___Y" -0.674102360655147
"STANDING" 21 "fBodyAccJerk_std___Z" -0.794922813673627
"STANDING" 21 "fBodyAccJerk_meanFreq___X" 0.0168697571497059
"STANDING" 21 "fBodyAccJerk_meanFreq___Y" -0.161814485722304
"STANDING" 21 "fBodyAccJerk_meanFreq___Z" -0.112817222676985
"STANDING" 21 "fBodyGyro_mean___X" -0.752040828651961
"STANDING" 21 "fBodyGyro_mean___Y" -0.759325714811275
"STANDING" 21 "fBodyGyro_mean___Z" -0.709471420465686
"STANDING" 21 "fBodyGyro_std___X" -0.811026710110294
"STANDING" 21 "fBodyGyro_std___Y" -0.771388318823529
"STANDING" 21 "fBodyGyro_std___Z" -0.728319304730637
"STANDING" 21 "fBodyGyro_meanFreq___X" -0.089010657789951
"STANDING" 21 "fBodyGyro_meanFreq___Y" -0.18645796643924
"STANDING" 21 "fBodyGyro_meanFreq___Z" -0.0228851873218137
"STANDING" 21 "fBodyAccMag_mean__" -0.658664719514706
"STANDING" 21 "fBodyAccMag_std__" -0.714345739215931
"STANDING" 21 "fBodyAccMag_meanFreq__" 0.0846512609471814
"STANDING" 21 "fBodyBodyAccJerkMag_mean__" -0.679742584809363
"STANDING" 21 "fBodyBodyAccJerkMag_std__" -0.683725127418382
"STANDING" 21 "fBodyBodyAccJerkMag_meanFreq__" 0.244321861877647
"STANDING" 21 "fBodyBodyGyroMag_mean__" -0.776473060171569
"STANDING" 21 "fBodyBodyGyroMag_std__" -0.793158526279412
"STANDING" 21 "fBodyBodyGyroMag_meanFreq__" -0.00571922625735294
"STANDING" 21 "fBodyBodyGyroJerkMag_mean__" -0.826275026053922
"STANDING" 21 "fBodyBodyGyroJerkMag_std__" -0.834949863259804
"STANDING" 21 "fBodyBodyGyroJerkMag_meanFreq__" 0.205643655933971
"STANDING" 22 "tBodyAcc_mean___X" 0.274767690046106
"STANDING" 22 "tBodyAcc_mean___Y" -0.0168273604077383
"STANDING" 22 "tBodyAcc_mean___Z" -0.108670376782866
"STANDING" 22 "tBodyAcc_std___X" -0.546089975548692
"STANDING" 22 "tBodyAcc_std___Y" -0.491188426241526
"STANDING" 22 "tBodyAcc_std___Z" -0.65508967878972
"STANDING" 22 "tGravityAcc_mean___X" 0.609390874922118
"STANDING" 22 "tGravityAcc_mean___Y" 0.0315098683115265
"STANDING" 22 "tGravityAcc_mean___Z" 0.23588786398215
"STANDING" 22 "tGravityAcc_std___X" -0.95850446411215
"STANDING" 22 "tGravityAcc_std___Y" -0.957323093436449
"STANDING" 22 "tGravityAcc_std___Z" -0.939081026109034
"STANDING" 22 "tBodyAccJerk_mean___X" 0.0791031130417757
"STANDING" 22 "tBodyAccJerk_mean___Y" 0.0152572466619626
"STANDING" 22 "tBodyAccJerk_mean___Z" -0.0072287329753271
"STANDING" 22 "tBodyAccJerk_std___X" -0.584963756862305
"STANDING" 22 "tBodyAccJerk_std___Y" -0.560470117123364
"STANDING" 22 "tBodyAccJerk_std___Z" -0.760468444299065
"STANDING" 22 "tBodyGyro_mean___X" -0.00800630644716511
"STANDING" 22 "tBodyGyro_mean___Y" -0.0949661116922118
"STANDING" 22 "tBodyGyro_mean___Z" 0.0812406584647975
"STANDING" 22 "tBodyGyro_std___X" -0.695919202960436
"STANDING" 22 "tBodyGyro_std___Y" -0.784052281090343
"STANDING" 22 "tBodyGyro_std___Z" -0.654458016208723
"STANDING" 22 "tBodyGyroJerk_mean___X" -0.109257561827445
"STANDING" 22 "tBodyGyroJerk_mean___Y" -0.0384616223750156
"STANDING" 22 "tBodyGyroJerk_mean___Z" -0.0582144293519003
"STANDING" 22 "tBodyGyroJerk_std___X" -0.708898710199377
"STANDING" 22 "tBodyGyroJerk_std___Y" -0.859924419844237
"STANDING" 22 "tBodyGyroJerk_std___Z" -0.742272774987539
"STANDING" 22 "tBodyAccMag_mean__" -0.504099198287601
"STANDING" 22 "tBodyAccMag_std__" -0.595953853592586
"STANDING" 22 "tGravityAccMag_mean__" -0.504099198287601
"STANDING" 22 "tGravityAccMag_std__" -0.595953853592586
"STANDING" 22 "tBodyAccJerkMag_mean__" -0.609772829890966
"STANDING" 22 "tBodyAccJerkMag_std__" -0.589823140414673
"STANDING" 22 "tBodyGyroMag_mean__" -0.637666108456075
"STANDING" 22 "tBodyGyroMag_std__" -0.67637856158162
"STANDING" 22 "tBodyGyroJerkMag_mean__" -0.794681311214953
"STANDING" 22 "tBodyGyroJerkMag_std__" -0.82649344800623
"STANDING" 22 "fBodyAcc_mean___X" -0.594929652065732
"STANDING" 22 "fBodyAcc_mean___Y" -0.508172778206231
